"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"509","Dakota Joshua","STL, VAN","C","172","2071.25","32","31","16","15","63","73.26","186","17.20","30.63","301","253","235","156","12","40","136","45","33","10","2","52","45","66","543","243","77","97","93","51.05"
"886","Joe Veleno","DET","C","227","3023.7666666667","29","34","18","16","63","57.27","244","11.89","26.38","439","334","257","124","11","31","77","35","34","1","0","36","42","72","383","274","95","804","929","46.39"
"993","Nils Hoglander","VAN","L","165","2055.1666666667","37","26","15","11","63","65.63","281","13.17","35.03","446","378","318","166","18","35","71","34","33","1","0","35","48","63","162","207","42","1","2","33.33"
"1024","Shane Pinto","OTT","C","128","2117.5166666667","29","34","17","17","63","55.75","273","10.62","39.59","489","397","352","171","19","51","34","17","17","0","0","28","56","64","110","145","74","717","693","50.85"
"391","Mattias Janmark","EDM, VGK","C","204","2773.45","23","39","22","17","62","58.49","235","9.79","29.52","371","314","250","150","9","26","97","40","36","3","1","34","62","71","94","246","63","69","92","42.86"
"152","Brayden McNabb","VGK","D","233","4573.5166666667","8","53","21","32","61","29.47","260","3.08","11.64","622","386","160","22","6","55","120","51","45","6","0","35","82","106","504","450","535","0","0","-"
"164","David Savard","MTL","D","184","3891.5","12","49","17","32","61","40.67","183","6.56","9.82","368","244","117","35","8","27","100","42","40","0","2","21","170","34","264","200","437","0","0","-"
"323","Matt Grzelcyk","BOS","D","211","3768.8","10","51","25","26","61","30.81","279","3.58","11.55","563","401","148","20","9","27","89","39","37","1","1","11","103","46","144","248","227","0","0","-"
"874","Eric Robinson","BUF, CBJ","L","186","2467.6166666667","25","36","21","15","61","78.21","264","9.47","31.19","506","362","286","152","20","49","43","16","14","1","1","20","33","72","313","194","60","8","17","32.00"
"1238","Connor Bedard","CHI","C","68","1345.25","22","39","28","11","61","78.21","206","10.68","24.02","401","299","226","69","17","34","28","14","14","0","0","25","57","47","54","77","27","207","325","38.91"
"148","Dmitry Kulikov","ANA, FLA, MIN, PIT","D","223","4015.5166666667","11","49","31","18","60","35.50","232","4.74","13.04","502","333","150","30","18","33","126","56","53","2","1","39","123","57","341","339","276","0","0","-"
"163","Casey Cizikas","NYI","C","225","3170.5833333333","26","34","19","15","60","63.83","284","9.15","32.35","478","387","308","177","26","48","124","55","52","2","1","52","85","93","461","299","165","1380","1166","54.20"
"179","Chris Tanev","CGY, DAL","D","222","4461.35","9","51","24","27","60","28.17","219","4.11","6.58","461","304","90","8","4","32","67","32","31","1","0","24","129","78","148","504","466","0","0","-"
"558","Keegan Kolesar","VGK","R","230","2682.3333333333","23","37","29","8","60","60.61","230","10.00","26.73","396","309","258","147","15","31","185","60","40","19","1","52","72","69","802","400","107","90","137","39.65"
"999","Cam York","PHI","D","166","3488.0833333333","15","45","20","25","60","37.97","209","7.18","14.96","481","321","157","38","10","36","68","33","33","0","0","28","67","36","140","304","273","0","0","-"
"1220","Juraj Slafkovsky","MTL","L","121","1947.1333333333","24","36","21","15","60","58.82","194","12.37","25.41","406","287","243","113","7","36","88","37","34","2","1","18","55","46","205","199","94","15","15","50.00"
"157","Brian Dumoulin","PIT, SEA","D","238","4711.9666666667","10","49","21","28","59","30.41","242","4.13","11.53","560","369","155","26","10","42","60","30","30","0","0","25","111","88","283","461","343","0","0","-"
"269","Gabriel Landeskog","COL","L","51","1036.2","30","29","16","13","59","58.42","150","20.00","22.57","251","194","172","97","7","20","78","25","19","4","2","14","29","17","94","61","33","241","198","54.90"
"614","Alexandre Carrier","NSH","D","193","3757.1666666667","9","50","24","26","59","37.11","220","4.09","13.4","462","322","157","30","13","28","121","59","58","1","0","41","73","57","212","509","310","0","1","0.00"
"814","Ryan Poehling","MTL, PHI, PIT","C","187","2473.65","27","32","23","9","59","67.05","266","10.15","30.67","437","361","259","154","24","35","20","10","10","0","0","33","39","73","159","200","162","874","964","47.55"
"978","Nico Sturm","COL, MIN, S.J","C","211","2894.4833333333","28","31","20","11","59","59.00","290","9.66","29.99","477","398","272","145","23","29","49","22","21","1","0","30","53","71","274","246","78","1300","996","56.62"
"1155","Kent Johnson","CBJ","C","130","1827.5333333333","22","37","24","13","59","64.13","193","11.40","18.69","360","266","183","69","3","31","26","12","12","0","0","16","49","44","29","106","43","49","110","30.82"
"322","Radek Faksa","DAL","C","232","3251.7333333333","23","35","24","11","58","58.59","248","9.27","33.21","446","372","271","161","15","48","111","50","47","3","0","37","64","82","315","419","173","975","792","55.18"
"781","Jesper Boqvist","BOS, N.J","C","173","2071.45","26","32","16","16","58","69.05","192","13.54","19.48","345","259","206","100","21","27","20","10","10","0","0","14","62","54","152","271","24","285","507","35.98"
"1086","Jack Quinn","BUF","R","104","1490.6","24","34","17","17","58","69.05","188","12.77","23.87","375","277","241","88","9","40","23","10","9","1","0","22","37","38","74","136","31","14","28","33.33"
"70","Pat Maroon","BOS, MIN, T.B","L","212","2485.8833333333","20","37","18","19","57","57.00","220","9.09","26.92","384","309","245","142","14","33","344","90","52","28","10","58","53","57","414","287","24","29","45","39.19"
"279","Jamie Oleksiak","SEA","D","229","4447","12","45","19","26","57","30.32","279","4.30","16.57","550","383","177","53","13","34","153","56","44","11","1","26","118","107","418","268","358","0","0","-"
"348","Brett Kulak","EDM, MTL","D","238","4011.1333333333","11","46","16","30","57","33.53","300","3.67","10.29","605","392","152","31","15","43","114","53","51","2","0","28","132","64","285","317","237","0","0","-"
"944","Alexander Romanov","MTL, NYI","D","236","4777.3833333333","12","45","20","25","57","27.94","324","3.70","11.04","737","446","177","24","11","40","116","48","43","4","1","34","186","74","582","513","415","0","0","-"
"1131","Artem Zub","OTT","D","203","4227.9","14","43","18","25","57","34.55","218","6.42","11.1","491","319","113","19","7","48","131","63","62","1","0","22","122","36","425","355","303","0","0","-"
"27","David Krejci","BOS","C","70","1203.6166666667","16","40","25","15","56","60.87","112","14.29","13.46","202","156","132","57","4","12","20","10","10","0","0","12","36","17","41","70","31","351","389","47.43"
"206","Erik Gudbranson","CBJ, CGY","D","226","4438.5666666667","13","43","16","27","56","36.84","322","4.04","9.3","701","452","127","11","12","49","199","71","56","13","2","45","102","54","356","368","367","0","0","-"
"557","Christian Fischer","ARI, DET","R","212","2783.1333333333","23","33","23","10","56","63.64","284","8.10","28.24","465","374","253","127","22","49","70","32","30","2","0","41","77","47","355","223","84","173","317","35.31"
"666","Jesse Puljujarvi","CAR, EDM, PIT","R","162","2174.4333333333","22","34","21","13","56","48.70","314","7.01","37.61","538","441","336","165","15","29","58","26","24","2","0","17","44","57","259","244","46","1","7","12.50"
"916","Adam Boqvist","CBJ","D","133","2383.4333333333","17","39","20","19","56","41.79","177","9.60","12.54","386","262","149","29","5","22","20","10","10","0","0","19","68","29","60","135","129","0","0","-"
"1141","Yegor Chinakhov","CBJ","R","145","1976.95","27","29","18","11","56","58.95","252","10.71","21.41","540","390","239","68","20","37","32","15","15","0","0","24","36","68","120","77","59","2","21","8.70"
"73","Sam Gagner","DET, EDM, WPG","C","157","1973.45","26","29","21","8","55","64.71","258","10.08","24.75","384","322","190","94","5","33","55","26","25","1","0","12","34","38","54","142","54","171","203","45.72"
"275","Sean Couturier","PHI","C","103","1910.2166666667","17","38","21","17","55","54.46","271","6.27","30.35","452","357","236","129","12","45","43","20","19","1","0","17","48","72","81","99","58","930","792","54.01"
"910","Jack McBain","ARI","C","159","2134.0333333333","22","33","22","11","55","62.50","154","14.29","23.23","297","228","211","117","9","38","120","48","40","8","0","37","51","40","541","245","96","699","894","43.88"
"36","Andrew Cogliano","COL, S.J","C","228","2730.1","20","34","22","12","54","60.67","221","9.05","19.34","362","288","197","88","14","26","80","36","35","0","1","49","46","66","192","194","102","95","159","37.40"
"448","Trevor van Riemsdyk","WSH","D","217","3994.1166666667","8","46","19","27","54","33.13","247","3.24","10.33","529","325","139","24","9","40","73","28","24","3","1","36","84","87","68","267","360","0","0","-"
"523","Jacob Middleton","MIN, S.J","D","225","4321.9333333333","14","40","20","20","54","31.58","237","5.91","14.21","491","336","147","43","13","41","231","75","52","21","2","56","64","66","381","195","357","0","0","-"
"607","Derek Ryan","EDM","C","225","2464.1333333333","28","26","16","10","54","63.53","216","12.96","25.48","355","288","236","144","17","34","44","22","22","0","0","33","49","104","151","263","100","731","624","53.95"
"884","Isac Lundestrom","ANA","C","187","2771.8833333333","25","29","19","10","54","60.67","182","13.74","24.15","325","261","223","130","13","27","12","6","6","0","0","30","56","64","109","151","117","847","1020","45.37"
"890","Filip Zadina","DET, S.J","R","176","2402.3166666667","26","28","12","16","54","64.29","342","7.60","33.41","633","470","343","143","17","54","38","18","18","0","0","34","63","69","134","135","74","22","62","26.19"
"1106","Luke Evangelista","NSH","R","104","1514.1833333333","23","31","22","9","54","58.70","226","10.18","24.13","356","283","228","118","16","32","24","11","11","0","0","25","55","53","39","157","28","1","3","25.00"
"61","Nicklas Backstrom","WSH","C","94","1596.7833333333","13","40","20","20","53","54.64","139","9.35","17.9","256","194","157","82","3","25","28","14","14","0","0","7","38","46","42","72","42","604","643","48.44"
"281","Joel Armia","MTL","R","169","2492.5","30","23","12","11","53","59.55","311","9.65","30.77","527","415","301","127","24","40","70","34","34","0","0","32","75","78","190","141","87","11","31","26.19"
"303","Matt Dumba","ARI, MIN, T.B","D","212","4496.85","15","38","19","19","53","30.46","300","5.00","19.64","710","447","193","46","10","64","216","85","76","6","3","45","106","41","420","228","290","0","1","0.00"
"396","Miles Wood","COL, N.J","L","153","1977.05","22","31","24","7","53","63.86","336","6.55","33.85","566","460","291","147","27","58","155","56","49","3","4","52","52","57","212","195","38","14","33","29.79"
"419","William Carrier","VGK","L","158","1872.7333333333","31","22","14","8","53","60.92","303","10.23","35.99","492","403","340","213","20","55","80","36","35","0","1","37","28","54","382","259","57","12","19","38.71"
"610","Will Borgen","SEA","D","200","3333.9","8","45","26","19","53","39.26","222","3.60","7.79","522","332","115","12","12","36","138","53","44","8","1","39","56","34","487","318","227","0","0","-"
"647","Luke Kunin","NSH, S.J","C","190","2824.45","29","24","18","6","53","56.38","281","10.32","33.45","504","405","316","142","16","46","214","72","52","18","2","55","38","54","451","214","119","272","329","45.26"
"763","Juuso Valimaki","ARI, CGY","D","155","2857.4","6","47","18","29","53","35.57","173","3.47","11.2","379","267","132","37","13","24","81","35","33","1","1","26","78","33","131","306","184","0","0","-"
"1018","Thomas Harley","DAL","D","119","2226.5333333333","16","37","17","20","53","42.40","188","8.51","10.15","444","278","158","26","10","35","26","13","13","0","0","11","82","46","99","224","173","0","0","-"
"1040","Aliaksei Protas","WSH","C","169","2130.7166666667","13","40","22","18","53","58.89","230","5.65","26.15","403","316","238","123","9","47","20","10","10","0","0","15","69","69","93","173","70","119","174","40.61"
"52","Trevor Lewis","CGY, L.A","C","244","2973.95","23","29","16","13","52","55.32","382","6.02","33.83","615","516","299","143","28","49","50","25","25","0","0","25","39","55","424","328","124","342","461","42.59"
"308","Tanner Pearson","MTL, VAN","L","136","1979.3333333333","20","32","17","15","52","58.43","253","7.91","28.64","412","337","248","111","11","35","72","29","25","4","0","28","41","42","154","148","79","32","65","32.99"
"672","Brett Howden","VGK","C","173","2158.3666666667","23","29","19","10","52","59.09","168","13.69","23.87","308","248","217","115","13","33","96","41","38","2","1","34","42","67","255","225","115","422","462","47.74"
"696","Noah Gregor","S.J, TOR","C","183","2398.6","24","28","18","10","52","64.20","385","6.23","37.98","661","534","364","148","30","51","74","31","27","4","0","37","37","69","362","188","47","33","49","40.24"
"720","Rem Pitlick","CHI, MIN, MTL","C","121","1724.1","21","31","19","12","52","68.42","108","19.44","17.06","179","157","141","84","16","15","48","24","24","0","0","15","75","46","57","108","52","83","103","44.62"
"801","Henri Jokiharju","BUF","D","194","3980.6333333333","9","43","18","25","52","29.05","246","3.66","10.12","496","325","110","12","9","31","74","37","37","0","0","15","97","50","228","294","217","0","0","-"
"819","Erik Brannstrom","OTT","D","203","3501.3166666667","5","47","19","28","52","36.36","237","2.11","12","543","331","165","29","15","45","104","47","46","0","1","26","136","60","134","310","259","0","0","-"
"1158","William Eklund","S.J","C, L","97","1780.6166666667","18","34","17","17","52","59.77","154","11.69","23.07","321","239","194","95","11","39","36","18","18","0","0","22","36","27","50","74","73","77","167","31.56"
"177","Radko Gudas","ANA, FLA","D","215","3924.5","11","40","18","22","51","27.57","298","3.69","10.33","688","451","126","18","25","51","312","118","100","14","4","73","133","60","899","361","374","0","0","-"
