"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"21","Ian Cole","UTA","D","39","818.86666666667","1","11","5","6","12","40.00","43","2.33","2.85","108","68","28","6","6","7","41","18","17","1","0","7","60","15","47","59","110","0","0","-"
"23","James van Riemsdyk","CBJ","L","33","402.33333333333","6","6","4","2","12","66.67","37","16.22","4.78","62","52","44","29","3","9","8","4","4","0","0","6","17","3","13","25","8","2","8","20.00"
"31","Max Pacioretty","TOR","L","28","385.81666666667","5","7","3","4","12","60.00","51","9.80","8.19","101","81","54","36","2","8","12","6","6","0","0","4","24","3","78","40","9","4","1","80.00"
"122","Nick Seeler","PHI","D","35","577.11666666667","3","9","3","6","12","44.44","42","7.14","1.93","103","66","21","4","3","10","14","4","2","2","0","3","32","9","36","51","85","0","0","-"
"181","Esa Lindell","DAL","D","38","825.01666666667","3","9","4","5","12","32.43","57","5.26","2.42","119","82","31","6","6","8","8","4","4","0","0","5","48","22","32","84","70","0","0","-"
"193","Jaccob Slavin","CAR","D","40","854.46666666667","2","10","5","5","12","28.57","48","4.17","2.91","152","97","34","2","8","24","4","2","2","0","0","3","35","37","12","62","64","0","0","-"
"195","Brett Kulak","EDM","D","39","781.9","5","7","2","5","12","36.36","62","8.06","2.78","122","80","30","5","6","8","6","3","3","0","0","1","43","12","15","50","60","0","0","-"
"263","Garnet Hathaway","PHI","R","40","474.9","3","9","4","5","12","63.16","50","6.00","5.84","89","76","52","28","5","11","40","17","15","2","0","19","16","5","139","46","45","5","8","38.46"
"291","Christian Dvorak","MTL","C","40","577.28333333333","3","9","7","2","12","66.67","50","6.00","7.55","95","75","57","32","5","10","6","3","3","0","0","4","36","10","15","46","41","261","206","55.89"
"306","Kevin Labanc","CBJ","R","27","287.01666666667","2","10","2","8","12","80.00","27","7.41","2.28","74","49","31","12","3","6","10","5","5","0","0","1","13","4","26","18","11","0","2","0.00"
"311","Darren Raddysh","T.B","D","29","492.51666666667","1","11","5","6","12","36.36","41","2.44","2.42","113","75","34","3","5","10","4","2","2","0","0","2","24","2","12","51","21","0","0","-"
"347","Anthony Beauvillier","PIT","L","40","478","9","3","2","1","12","54.55","64","14.06","6.94","116","88","65","32","1","14","8","4","4","0","0","8","12","9","55","35","17","2","3","40.00"
"368","Alexandre Carrier","MTL, NSH","D","37","743.56666666667","1","11","5","6","12","52.17","34","2.94","2.06","78","53","23","5","3","12","14","7","7","0","0","9","31","15","42","96","62","0","0","-"
"404","Trent Frederic","BOS","C","42","595.48333333333","6","6","4","2","12","60.00","58","10.34","8.37","128","88","76","38","4","16","28","11","9","2","0","4","25","7","115","44","24","69","88","43.95"
"457","Michael Rasmussen","DET","C","38","513.46666666667","6","6","4","2","12","52.17","43","13.95","7.15","84","61","55","40","4","5","11","4","3","1","0","5","23","6","68","49","27","15","20","42.86"
"493","Johnathan Kovacevic","N.J","D","43","851.28333333333","1","11","7","4","12","34.29","37","2.70","1.73","105","68","22","1","7","7","33","12","9","3","0","6","53","15","52","76","57","0","0","-"
"504","Mark Kastelic","BOS","C","41","468.51666666667","4","8","5","3","12","63.16","48","8.33","5.42","85","65","47","27","9","7","76","20","12","6","2","15","15","10","157","52","23","137","116","54.15"
"538","Kevin Bahl","CGY","D","39","841.88333333333","1","11","7","4","12","35.29","44","2.27","1.82","127","79","31","4","6","12","19","8","7","1","0","3","41","13","60","39","63","0","0","-"
"558","Martin Pospisil","CGY","C","39","559.71666666667","2","10","6","4","12","40.00","51","3.92","6.88","111","83","56","29","5","9","51","17","13","3","1","18","30","7","124","36","14","56","87","39.16"
"562","Cole Koepke","BOS","L","40","434.73333333333","7","5","3","2","12","63.16","44","15.91","5.35","86","67","38","21","7","8","8","4","4","0","0","3","14","6","86","37","10","0","1","0.00"
"578","Blake Lizotte","PIT","C","25","297.58333333333","8","4","2","2","12","70.59","22","36.36","3.07","40","30","21","12","0","1","16","8","8","0","0","2","20","6","31","33","12","77","92","45.56"
"580","Brett Leason","ANA","R","32","442.16666666667","5","7","4","3","12","57.14","49","10.20","5.49","90","74","43","22","5","9","12","6","6","0","0","2","11","6","39","35","19","19","47","28.79"
"582","Peyton Krebs","BUF","C","40","523.13333333333","4","8","5","3","12","54.55","30","13.33","3.31","92","57","43","16","4","4","19","8","7","1","0","12","17","4","68","46","15","153","133","53.50"
"624","Ilya Mikheyev","CHI","R","38","565.36666666667","7","5","5","0","12","48.00","63","11.11","7.47","102","82","47","32","4","13","8","4","4","0","0","3","16","8","18","24","5","0","7","0.00"
"631","Matias Maccelli","UTA","L","38","533.23333333333","5","7","5","2","12","70.59","53","9.43","5.98","132","91","53","15","2","7","2","1","1","0","0","4","29","7","4","39","7","6","6","50.00"
"652","Ridly Greig","OTT","C","35","535.56666666667","6","6","4","2","12","52.17","51","11.76","7.11","91","84","62","35","2","11","22","10","10","0","0","8","17","6","58","56","15","43","40","51.81"
"722","Mackie Samoskevich","FLA","R","36","410.85","7","5","2","3","12","70.59","45","15.56","7","102","84","58","26","3","11","6","3","3","0","0","6","16","6","43","56","7","0","0","-"
"727","Zack Bolduc","STL","C","34","415.85","5","7","3","4","12","54.55","45","11.11","5.15","107","68","55","23","6","8","16","8","8","0","0","7","27","9","42","37","15","5","5","50.00"
"740","Olen Zellweger","ANA","D","34","661.25","4","8","5","3","12","36.36","77","5.19","4.23","180","114","52","8","3","12","12","6","6","0","0","6","36","12","22","65","40","0","0","-"
"741","Jackson Blake","CAR","R","40","467.2","8","4","3","1","12","54.55","57","14.04","9.2","100","79","78","44","2","12","20","10","10","0","0","14","25","11","8","51","12","9","11","45.00"
"40","Jordan Eberle","SEA","R","17","269.31666666667","6","5","5","0","11","50.00","29","20.69","4.31","57","43","43","27","2","3","6","3","3","0","0","3","14","7","0","21","14","3","6","33.33"
"72","Craig Smith","CHI","C","29","340.31666666667","6","5","4","1","11","64.71","61","9.84","4.27","97","78","48","18","3","12","22","7","6","0","1","5","19","8","23","15","17","7","11","38.89"
"77","Erik Haula","N.J","L","42","607.01666666667","5","6","3","3","11","44.00","71","7.04","8.25","119","99","68","41","10","9","29","13","12","1","0","5","23","9","67","33","22","256","206","55.41"
"82","Brenden Dillon","N.J","D","43","782.75","2","9","0","9","11","27.50","23","8.70","1.86","95","55","25","5","5","11","48","18","14","4","0","9","35","3","106","75","60","0","0","-"
"127","Nick Cousins","OTT","C","36","417.06666666667","5","6","4","2","11","61.11","52","9.62","5.21","92","71","50","26","11","9","25","11","10","1","0","10","15","3","61","54","19","1","5","16.67"
"171","Cody Ceci","S.J","D","42","925.36666666667","3","8","1","7","11","35.48","46","6.52","1.67","102","61","27","5","6","5","12","6","6","0","0","5","42","13","42","52","73","0","0","-"
"191","Jake McCabe","TOR","D","36","751.03333333333","1","10","3","7","11","26.19","37","2.70","1.39","94","50","32","3","8","6","32","13","11","2","0","10","35","3","72","66","68","0","0","-"
"245","Rasmus Ristolainen","PHI","D","40","818.88333333333","1","10","3","7","11","30.56","55","1.82","2.58","104","77","24","9","5","13","4","2","2","0","0","5","35","13","67","73","57","0","0","-"
"274","Jakub Vrana","WSH","L","25","246.26666666667","7","4","2","2","11","68.75","27","25.93","2.44","54","44","27","10","2","5","6","3","3","0","0","2","15","5","12","9","5","4","10","28.57"
"300","Viktor Arvidsson","EDM","L","24","362.11666666667","4","7","6","1","11","61.11","58","6.90","6.73","110","85","56","28","4","12","10","5","5","0","0","3","22","4","7","36","7","10","15","40.00"
"366","Kevin Stenlund","UTA","C","39","560.06666666667","7","4","4","0","11","61.11","52","13.46","6.76","90","71","40","14","5","6","10","5","5","0","0","4","26","11","23","37","30","279","187","59.87"
"448","Zach Aston-Reese","CBJ","C","39","510.25","4","7","5","2","11","55.00","54","7.41","6.64","101","77","54","30","9","10","19","8","7","1","0","8","19","3","89","31","29","2","4","33.33"
"565","Yegor Sharangovich","CGY","C","32","563.4","6","5","3","2","11","55.00","70","8.57","7.01","145","102","70","25","6","12","4","2","2","0","0","3","20","8","5","20","12","69","70","49.64"
"644","Mitchell Chaffee","T.B","R","33","436.5","7","4","1","3","11","61.11","36","19.44","4.59","64","50","40","24","0","4","13","5","4","1","0","9","17","8","52","39","12","1","3","25.00"
"666","Lukas Reichel","CHI","L","34","424.98333333333","3","8","5","3","11","68.75","42","7.14","4.78","70","56","45","25","3","5","6","3","3","0","0","1","16","8","14","28","16","72","123","36.92"
"22","Patrick Maroon","CHI","L","37","432.8","2","8","6","2","10","62.50","38","5.26","5.6","69","58","41","23","4","6","39","11","7","3","1","6","22","3","66","29","6","24","19","55.81"
"30","Ryan McDonagh","T.B","D","37","758.21666666667","1","9","5","4","10","23.81","38","2.63","1.33","87","59","22","4","6","4","10","5","5","0","0","1","50","12","11","35","74","0","0","-"
"38","Tyler Myers","VAN","D","39","797.06666666667","2","8","2","6","10","32.26","39","5.13","2.66","100","69","24","5","3","8","31","13","12","1","0","3","31","18","46","41","71","0","0","-"
"44","Adam Henrique","EDM","C","39","568.25","3","7","3","4","10","50.00","60","5.00","7.36","101","81","67","38","8","16","10","5","5","0","0","2","32","6","25","25","40","239","201","54.32"
"74","David Savard","MTL","D","35","651.85","1","9","2","7","10","40.00","23","4.35","1.3","54","37","15","0","3","7","22","7","6","0","1","7","26","9","30","32","90","0","0","-"
"94","Nick Bjugstad","UTA","C","31","396.91666666667","4","6","4","2","10","83.33","53","7.55","5.8","100","76","53","21","1","7","10","5","5","0","0","4","16","2","47","38","19","162","182","47.09"
"133","Joel Edmundson","L.A","D","36","743.15","4","6","3","3","10","26.32","47","8.51","1.63","117","81","27","3","4","10","14","7","7","0","0","4","25","10","60","43","57","0","0","-"
"230","Ryan Hartman","MIN","R","35","529.81666666667","5","5","4","1","10","45.45","84","5.95","9","153","116","78","35","5","13","30","11","10","0","1","11","37","8","43","30","21","116","127","47.74"
"252","Nikita Zadorov","BOS","D","42","833.5","2","8","4","4","10","28.57","52","3.85","3.02","126","82","30","2","3","4","76","28","23","4","1","11","62","12","108","61","45","0","0","-"
"280","Robby Fabbri","ANA","C","26","443.35","6","4","3","1","10","71.43","40","15.00","4.88","71","55","44","19","3","8","12","6","6","0","0","4","23","6","36","23","17","48","55","46.60"
"297","Michael Amadio","OTT","R","33","467","2","8","7","1","10","55.56","39","5.13","5.75","81","65","56","27","3","7","12","6","6","0","0","7","21","13","35","60","18","29","26","52.73"
"339","Mathew Barzal","NYI","C","19","387.26666666667","3","7","5","2","10","47.62","50","6.00","5.1","111","75","56","21","0","11","2","1","1","0","0","2","26","5","19","12","12","18","23","43.90"
"353","Lawson Crouse","UTA","L","39","552.03333333333","6","4","3","1","10","71.43","57","10.53","7.05","116","89","69","28","8","4","24","9","7","2","0","6","29","9","69","27","24","6","9","40.00"
"379","Jalen Chatfield","CAR","D","40","752.73333333333","4","6","1","5","10","26.32","61","6.56","2.19","156","103","33","3","10","15","14","7","7","0","0","2","35","15","31","79","38","0","0","-"
"396","Patrik Laine","MTL","L","13","192.95","8","2","0","2","10","76.92","37","21.62","2.88","62","51","16","4","0","5","4","2","2","0","0","1","8","4","9","12","12","6","5","54.55"
"498","Nick Perbix","T.B","D","32","487.48333333333","4","6","4","2","10","40.00","36","11.11","2.44","87","51","30","9","4","6","14","7","7","0","0","2","33","14","25","80","31","0","0","-"
"512","Martin Fehervary","WSH","D","40","772.9","1","9","5","4","10","32.26","36","2.78","1.53","107","62","30","5","4","6","13","5","4","1","0","7","35","3","73","79","81","0","0","-"
"530","Oskar Back","DAL","C","33","376.75","2","8","6","2","10","83.33","20","10.00","3.81","42","36","33","23","0","6","2","1","1","0","0","2","25","7","14","40","11","37","32","53.62"
"551","Declan Chisholm","MIN","D","34","589.41666666667","2","8","5","3","10","41.67","39","5.13","1.21","85","53","16","1","1","5","2","1","1","0","0","0","39","10","11","68","32","0","0","-"
"554","Jonatan Berggren","DET","R","37","473.16666666667","6","4","3","1","10","66.67","51","11.76","5.87","101","78","54","13","1","6","10","5","5","0","0","8","12","6","9","37","7","5","5","50.00"
"572","Logan O'Connor","COL","R","41","609.41666666667","4","6","3","3","10","62.50","44","9.09","5.34","86","67","54","29","2","7","17","7","6","1","0","12","11","6","41","53","19","11","22","33.33"
"588","Trevor Zegras","ANA","C","24","406.88333333333","4","6","5","1","10","58.82","46","8.70","5.5","85","66","38","17","1","11","10","5","5","0","0","3","19","7","23","14","16","58","94","38.16"
"608","Nicholas Robertson","TOR","L","34","408.93333333333","6","4","3","1","10","66.67","47","12.77","4.67","104","76","50","18","4","9","6","3","3","0","0","10","9","10","37","25","15","2","1","66.67"
"613","Shane Pinto","OTT","C","30","516.78333333333","6","4","3","1","10","40.00","56","10.71","8.79","106","78","71","26","1","17","14","7","7","0","0","9","10","7","30","21","24","221","210","51.28"
"645","Braden Schneider","NYR","D","39","669.11666666667","2","8","2","6","10","30.30","53","3.77","2.54","117","76","36","5","0","16","6","3","3","0","0","3","47","8","69","95","62","0","0","-"
"670","Alexander Holtz","VGK","R","39","458.31666666667","3","7","4","3","10","66.67","51","5.88","6.69","99","80","51","23","6","10","6","3","3","0","0","3","24","3","32","47","11","1","9","10.00"
"707","J.J. Moser","T.B","D","27","537.15","2","8","3","5","10","27.78","28","7.14","1.49","77","43","30","6","6","6","12","6","6","0","0","2","30","14","19","50","39","0","0","-"
"755","Conor Geekie","T.B","C","36","445.13333333333","5","5","4","1","10","47.62","44","11.36","5.24","97","68","50","24","1","9","12","6","6","0","0","8","20","6","62","53","17","56","84","40.00"
"785","Andrei Kuzmenko","CGY","L","30","455.1","1","9","5","4","10","47.62","31","3.23","4.43","68","49","44","26","0","6","12","6","6","0","0","8","20","13","6","27","7","0","0","-"
"796","Uvis Balinskis","FLA","D","38","569","1","9","4","5","10","43.48","49","2.04","2.11","94","63","30","4","2","9","17","7","6","1","0","6","24","15","30","54","26","0","2","0.00"
"45","TJ Brodie","CHI","D","37","590.25","2","7","1","6","9","69.23","16","12.50","0.93","52","33","13","2","1","5","12","6","6","0","0","1","27","6","13","68","45","0","0","-"
"66","Tomas Tatar","N.J","L","38","398.7","3","6","3","3","9","52.94","36","8.33","5.57","70","51","35","21","1","8","12","6","6","0","0","5","20","3","32","29","7","3","6","33.33"
"83","Radko Gudas","ANA","D","39","730.46666666667","1","8","6","2","9","33.33","41","2.44","1.19","122","68","27","1","8","8","42","18","16","2","0","10","53","3","125","55","88","0","0","-"
"123","Sean Kuraly","CBJ","C","40","435.55","3","6","5","1","9","52.94","34","8.82","4.71","82","60","41","13","4","3","16","8","8","0","0","6","27","5","92","36","22","136","119","53.33"
"235","William Carrier","CAR","L","39","452.96666666667","4","5","2","3","9","47.37","42","9.52","7.16","104","72","70","36","6","15","16","8","8","0","0","6","17","11","136","57","11","5","6","45.45"
"317","Jonas Siegenthaler","N.J","D","43","859","2","7","1","6","9","28.13","40","5.00","2.06","102","62","35","3","4","10","38","15","14","0","1","12","49","14","62","103","73","0","0","-"
"326","Erik Cernak","T.B","D","35","647.11666666667","0","9","5","4","9","32.14","28","0.00","1.08","86","48","31","3","6","6","18","9","9","0","0","4","16","9","79","48","45","0","0","-"
"328","A.J. Greer","FLA","L","41","408.98333333333","4","5","4","1","9","60.00","48","8.33","5.16","84","69","52","25","4","9","70","24","19","4","1","19","22","5","110","48","15","10","21","32.26"
"334","Tommy Novak","NSH","C","31","412.28333333333","5","4","3","1","9","60.00","50","10.00","5.35","84","67","53","19","2","9","4","2","2","0","0","3","27","8","4","52","12","73","98","42.69"
"408","Dante Fabbro","CBJ, NSH","D","30","594.6","3","6","1","5","9","29.03","36","8.33","0.99","95","54","23","0","5","11","18","8","8","0","0","4","52","9","29","50","58","0","0","-"
"426","Filip Hronek","VAN","D","21","495.63333333333","1","8","3","5","9","30.00","24","4.17","1.33","71","48","13","2","0","4","18","9","9","0","0","2","27","8","36","37","21","0","0","-"
"429","Brandon Duhaime","WSH","R","40","545.26666666667","4","5","2","3","9","50.00","48","8.33","7.13","95","80","50","28","4","8","43","14","9","5","0","15","11","4","72","47","36","14","13","51.85"
"437","Michael Carcone","UTA","L","28","311.26666666667","3","6","2","4","9","64.29","50","6.00","4.48","103","74","49","20","5","8","23","6","4","1","1","3","12","2","24","28","5","0","2","0.00"
"458","Cody Glass","PIT","C","28","358.71666666667","1","8","6","2","9","69.23","37","2.70","4.76","77","57","45","21","0","6","6","3","3","0","0","4","14","5","24","35","17","78","79","49.68"
"503","Sean Walker","CAR","D","40","642.83333333333","2","7","2","5","9","42.86","63","3.17","3.25","174","104","49","8","7","12","22","10","10","0","0","2","31","20","41","85","40","0","0","-"
"506","Parker Kelly","COL","C","41","537.01666666667","3","6","4","2","9","81.82","46","6.52","5.16","110","81","51","22","6","8","12","6","6","0","0","8","20","11","80","59","36","211","272","43.69"
"528","Jack Drury","CAR","C","30","394.53333333333","3","6","4","2","9","56.25","43","6.98","4.73","89","68","54","18","9","4","8","4","4","0","0","4","15","3","15","47","21","183","136","57.37"
"571","Egor Zamula","PHI","D","30","498.31666666667","3","6","4","2","9","45.00","20","15.00","0.46","57","29","11","1","2","3","0","0","0","0","0","1","22","8","12","38","42","0","0","-"
"577","Nico Sturm","S.J","C","36","349.83333333333","4","5","3","2","9","81.82","23","17.39","2.98","47","37","25","19","3","3","11","4","3","1","0","4","13","2","42","21","16","115","71","61.83"
"594","Cam York","PHI","D","26","561.46666666667","3","6","2","4","9","36.00","26","11.54","1.33","66","42","18","3","6","3","16","8","8","0","0","1","32","15","14","81","48","0","0","-"
"623","Alex Newhook","MTL","C","40","600.7","7","2","2","0","9","33.33","49","14.29","8.7","113","85","81","42","2","12","14","7","7","0","0","6","17","7","36","48","16","110","136","44.72"
"650","Kaiden Guhle","MTL","D","34","718.6","3","6","4","2","9","32.14","38","7.89","1.44","95","60","25","3","7","4","23","10","9","1","0","6","27","10","50","72","82","0","0","-"
"729","Zachary L'Heureux","NSH","L","33","379.78333333333","4","5","2","3","9","60.00","38","10.53","6.56","82","68","49","27","3","9","22","8","6","2","0","8","18","3","106","43","10","0","1","0.00"
"761","Jiri Kulich","BUF","C","31","430.63333333333","7","2","1","1","9","64.29","64","10.94","7.11","125","92","63","29","3","11","6","3","3","0","0","7","16","9","21","17","12","95","107","47.03"
"61","Dmitry Kulikov","FLA","D","41","808.01666666667","3","5","2","3","8","19.51","42","7.14","2.26","105","67","24","3","5","10","28","10","9","0","1","9","38","20","67","56","45","0","0","-"
"69","Brian Dumoulin","ANA","D","39","777.16666666667","0","8","3","5","8","32.00","41","0.00","1.98","91","63","22","4","2","11","4","2","2","0","0","10","31","12","37","54","65","0","0","-"
"96","Kevin Hayes","PIT","R","24","237.73333333333","5","3","1","2","8","66.67","29","17.24","4.14","54","42","29","16","4","12","2","1","1","0","0","2","8","3","14","10","4","65","46","58.56"
"112","Sam Carrick","NYR","C","39","416.85","2","6","3","3","8","61.54","35","5.71","3.76","72","51","41","22","2","11","32","13","11","2","0","8","18","7","67","32","21","199","137","59.23"
"117","Colin Blackwell","DAL","C","33","378.93333333333","4","4","2","2","8","57.14","39","10.26","3.52","71","51","31","17","2","5","4","2","2","0","0","7","15","11","42","30","12","60","68","46.88"
"119","Josh Manson","COL","D","29","526.66666666667","1","7","4","3","8","34.78","38","2.63","1.47","103","53","27","4","1","4","18","9","9","0","0","7","54","13","66","39","41","0","0","-"
"139","Adam Larsson","SEA","D","41","843.43333333333","2","6","2","4","8","19.51","54","3.70","3.23","133","89","31","7","6","11","17","7","6","1","0","3","24","13","55","42","83","0","0","-"
"154","Colin Miller","WPG","D","34","474.76666666667","2","6","4","2","8","44.44","40","5.00","1.24","99","62","19","3","3","7","22","7","6","0","1","7","30","3","46","51","28","0","0","-"
"167","Mark Jankowski","NSH","C, L","32","412.33333333333","3","5","4","1","8","57.14","36","8.33","5.68","71","54","53","32","4","7","10","5","5","0","0","3","14","2","17","26","17","91","95","48.92"
"175","Jacob Trouba","ANA, NYR","D","38","771.3","0","8","7","1","8","23.53","65","0.00","2.14","139","89","26","3","6","17","28","11","9","2","0","7","39","11","72","33","111","0","0","-"
"189","Colton Sissons","NSH","C","39","553.81666666667","4","4","2","2","8","53.33","37","10.81","5.24","71","59","41","28","8","5","16","8","8","0","0","1","20","13","48","31","42","223","174","56.17"
"192","Brock McGinn","ANA","L","26","304.41666666667","4","4","2","2","8","66.67","30","13.33","4.21","48","38","30","24","1","7","0","0","0","0","0","7","8","7","60","12","28","1","7","12.50"
"196","Erik Gustafsson","DET","D","31","504.3","1","7","5","2","8","34.78","37","2.70","2.33","99","60","27","4","2","16","14","7","7","0","0","2","48","5","10","54","21","0","0","-"
"205","Nate Schmidt","FLA","D","39","589.66666666667","3","5","4","1","8","34.78","24","12.50","1.26","77","44","19","4","4","4","9","3","2","1","0","6","42","16","42","44","25","0","0","-"
"240","Jonathan Drouin","COL","L","9","188.86666666667","3","5","3","2","8","50.00","14","21.43","1.56","28","18","18","7","0","2","2","1","1","0","0","1","7","5","3","9","4","3","3","50.00"
"257","Nathan Walker","STL","L","35","404.93333333333","4","4","3","1","8","66.67","35","11.43","3.46","65","50","30","14","3","3","22","8","6","2","0","7","21","4","119","49","21","42","50","45.65"
"292","Justin Kirkland","CGY","C","21","203.71666666667","2","6","4","2","8","80.00","9","22.22","1.13","23","18","8","5","0","2","11","4","3","1","0","4","8","3","45","18","16","54","72","42.86"
"364","Noel Acciari","PIT","C","41","567.21666666667","4","4","3","1","8","57.14","40","10.00","6.57","72","57","54","34","7","7","10","5","5","0","0","9","17","10","89","42","50","173","164","51.34"
"377","Steven Lorentz","TOR","C","41","436.26666666667","4","4","2","2","8","72.73","33","12.12","4.01","71","54","31","13","1","3","0","0","0","0","0","4","14","8","109","39","28","11","15","42.31"
"378","Matt Roy","WSH","D","30","584.95","1","7","4","3","8","34.78","37","2.70","2.02","107","63","30","6","7","13","12","6","6","0","0","2","35","4","66","43","49","0","0","-"
"390","Ryan Lindgren","NYR","D","34","667.05","2","6","1","5","8","32.00","28","7.14","1.47","89","43","28","5","5","7","24","12","12","0","0","7","33","6","47","54","62","0","0","-"
"398","Jesse Puljujarvi","PIT","R","21","243.9","3","5","2","3","8","72.73","34","8.82","4.3","74","55","44","19","6","12","8","4","4","0","0","2","8","3","30","21","6","0","1","0.00"
"402","Beck Malenstyn","BUF","L","40","419.73333333333","4","4","4","0","8","66.67","35","11.43","4.17","74","57","42","24","3","6","15","6","5","1","0","9","22","5","95","59","36","13","5","72.22"
"416","Dennis Cholowski","NYI","D","24","327.2","3","5","2","3","8","50.00","22","13.64","0.83","45","29","12","3","2","2","4","2","2","0","0","0","26","6","4","18","25","0","0","-"
"440","Tanner Jeannot","L.A","L","35","413.53333333333","5","3","1","2","8","47.06","30","16.67","5.28","72","52","50","32","2","9","43","14","9","5","0","12","19","2","107","57","22","6","8","42.86"
"447","Justin Danforth","CBJ","R","25","383.51666666667","3","5","3","2","8","57.14","49","6.12","5.86","67","60","44","23","4","6","8","4","4","0","0","1","10","3","51","29","27","135","145","48.21"
"484","Erik Brannstrom","VAN","D","28","418.2","3","5","3","2","8","50.00","33","9.09","1.22","81","49","16","1","5","3","17","7","6","1","0","7","26","6","14","41","39","0","0","-"
"485","Alexandre Texier","STL","C","22","280.13333333333","3","5","4","1","8","57.14","35","8.57","3.19","58","47","27","9","3","5","6","3","3","0","0","3","8","3","12","10","8","0","2","0.00"
"521","Joe Veleno","DET","C","35","404.06666666667","4","4","1","3","8","66.67","31","12.90","3.1","65","45","34","16","5","11","11","4","3","1","0","1","23","8","52","33","22","63","72","46.67"
"549","Ilya Lyubushkin","DAL","D","38","654","0","8","3","5","8","28.57","24","0.00","1.33","67","41","15","4","5","6","10","5","5","0","0","4","46","6","46","65","61","0","0","-"
"589","Nils Hoglander","VAN","L","37","429.86666666667","2","6","3","3","8","47.06","34","5.88","4.33","63","51","37","23","0","7","24","12","12","0","0","7","15","7","38","38","10","0","0","-"
"597","John Beecher","BOS","C","40","465.05","2","6","5","1","8","50.00","24","8.33","3.96","53","42","29","13","4","6","8","4","4","0","0","4","25","9","44","37","36","145","109","57.09"
"602","Henry Thrun","S.J","D","35","581.93333333333","0","8","2","6","8","38.10","33","0.00","1.31","73","47","15","1","0","4","15","6","5","1","0","3","18","8","28","48","40","0","0","-"
"605","Philip Tomasino","NSH, PIT","C, R","27","341.95","4","4","2","2","8","38.10","50","8.00","5.8","76","63","43","22","6","13","2","1","1","0","0","5","12","5","22","32","12","5","4","55.56"
"630","Zac Jones","NYR","D","26","434.16666666667","1","7","1","6","8","53.33","24","4.17","1.65","59","46","14","2","1","2","10","5","5","0","0","2","25","7","14","33","16","0","0","-"
"677","Hendrix Lapierre","WSH","C","27","264.5","0","8","3","5","8","100.00","18","0.00","2.55","37","28","22","12","0","4","4","2","2","0","0","5","17","5","13","26","14","40","61","39.60"
"746","Emil Lilleberg","T.B","D","34","520.61666666667","0","8","2","6","8","38.10","22","0.00","1.39","71","40","19","4","4","6","45","18","15","3","0","12","26","4","63","91","29","0","0","-"
"769","Pavel Mintyukov","ANA","D","31","602.73333333333","3","5","4","1","8","33.33","39","7.69","3.63","88","60","37","8","0","12","6","3","3","0","0","2","32","7","33","34","47","0","0","-"
"786","Ivan Ivan","COL","C","37","384.6","5","3","1","2","8","47.06","34","14.71","5.09","63","49","45","24","4","8","8","4","4","0","0","1","18","2","12","23","8","55","80","40.74"
"1","Ryan Suter","STL","D","41","879.85","1","6","2","4","7","20.59","32","3.13","1.52","86","52","26","3","6","7","14","7","7","0","0","4","37","6","25","37","52","0","0","-"
"15","Trevor Lewis","L.A","C","26","281.81666666667","3","4","2","2","7","70.00","27","11.11","2.45","53","44","18","8","3","4","10","5","5","0","0","1","8","2","49","23","15","52","50","50.98"
"36","Zach Bogosian","MIN","D","40","635.65","2","5","3","2","7","35.00","47","4.26","1.38","111","71","23","3","1","10","23","9","8","1","0","3","42","11","41","30","47","0","0","-"
"64","Brayden McNabb","VGK","D","39","797.21666666667","2","5","2","3","7","15.91","50","4.00","1.71","120","71","36","3","6","9","20","10","10","0","0","3","43","8","60","54","89","0","0","-"
"76","Ben Chiarot","DET","D","38","805.08333333333","1","6","5","1","7","23.33","44","2.27","1.88","116","71","40","6","9","12","39","17","16","1","0","12","47","17","56","55","79","0","0","-"
"121","Dylan DeMelo","WPG","D","41","878.63333333333","1","6","3","3","7","15.91","36","2.78","1.06","85","57","18","2","2","7","20","10","10","0","0","8","46","19","68","92","48","0","0","-"
"131","Scott Mayfield","NYI","D","39","685.61666666667","2","5","3","2","7","18.42","32","6.25","1.76","95","53","26","8","3","8","21","9","8","1","0","9","36","12","63","49","68","0","0","-"
"146","Jamie Oleksiak","SEA","D","41","794.45","2","5","2","3","7","28.00","34","5.88","2.61","96","65","25","6","7","8","10","5","5","0","0","4","51","7","29","54","90","0","0","-"
"160","Hampus Lindholm","BOS","D","17","354.55","3","4","2","2","7","46.67","35","8.57","1.71","81","47","24","4","5","9","4","2","2","0","0","3","30","14","5","33","17","0","0","-"
"168","Olli Maatta","DET, UTA","D","36","743.3","0","7","4","3","7","25.93","31","0.00","2.7","74","51","29","7","4","7","10","4","4","0","0","6","50","13","12","89","74","0","0","-"
"177","Radek Faksa","STL","C","30","389.28333333333","2","5","5","0","7","77.78","30","6.67","2.42","60","44","25","13","6","5","14","7","7","0","0","4","13","6","48","41","21","168","145","53.67"
"185","Adam Pelech","NYI","D","20","409.86666666667","0","7","1","6","7","50.00","44","0.00","1.46","91","62","24","2","4","8","6","3","3","0","0","5","25","9","26","45","26","0","0","-"
