"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"210","Connor Clifton","BUF","D","39","605","0","7","3","4","7","29.17","31","0.00","1.46","103","56","22","5","0","10","27","12","11","1","0","4","42","18","115","83","64","0","0","-"
"254","Anthony Mantha","CGY","R","13","180.73333333333","4","3","2","1","7","58.33","15","26.67","2.24","35","28","20","11","4","3","11","4","3","1","0","3","7","3","15","8","8","3","6","33.33"
"281","Kasperi Kapanen","EDM, STL","R","29","351.13333333333","5","2","1","1","7","70.00","33","15.15","3.21","62","49","29","17","3","5","4","2","2","0","0","6","20","3","40","11","6","0","4","0.00"
"308","Pierre Engvall","NYI","L","25","306.4","3","4","2","2","7","70.00","29","10.34","2.43","49","38","23","8","1","2","10","5","5","0","0","0","18","3","10","14","6","4","6","40.00"
"324","Jordan Greenway","BUF","L","20","318.38333333333","3","4","3","1","7","38.89","24","12.50","2.98","54","43","25","13","2","4","13","5","4","1","0","10","8","5","51","19","19","1","10","9.09"
"406","Andrew Peeke","BOS","D","36","617.58333333333","0","7","6","1","7","35.00","34","0.00","1.53","84","56","19","3","5","10","2","1","1","0","0","1","44","8","38","79","59","0","0","-"
"410","Logan Stanley","WPG","D","27","429.96666666667","1","6","3","3","7","50.00","16","6.25","0.93","53","33","12","1","3","4","55","15","10","3","2","7","25","5","31","44","42","0","0","-"
"453","Conor Timmins","TOR","D","34","574","1","6","3","3","7","33.33","35","2.86","1.22","85","49","21","4","0","6","18","9","9","0","0","2","29","8","19","71","49","0","0","-"
"454","Mario Ferraro","S.J","D","42","850.35","3","4","2","2","7","26.92","42","7.14","1.79","96","65","30","5","6","9","28","11","9","2","0","5","43","23","96","71","64","0","0","-"
"478","Timothy Liljegren","S.J, TOR","D","30","546.95","3","4","1","3","7","31.82","50","6.00","2.78","110","68","38","9","5","7","18","9","9","0","0","4","35","4","35","54","41","0","0","-"
"522","K'Andre Miller","NYR","D","33","709.8","2","5","4","1","7","20.00","55","3.64","2.68","117","80","35","5","8","14","10","5","5","0","0","0","42","24","61","35","47","0","0","-"
"555","Alexander Romanov","NYI","D","29","631.73333333333","0","7","6","1","7","29.17","39","0.00","1.78","99","57","30","4","4","7","18","9","9","0","0","2","39","13","71","69","65","0","0","-"
"569","Jake Christiansen","CBJ","D","40","529.26666666667","1","6","3","3","7","28.00","43","2.33","1.5","98","65","23","2","6","8","11","4","3","1","0","2","31","7","25","58","32","0","0","-"
"626","Cole Schwindt","VGK","R","32","303.6","0","7","2","5","7","50.00","25","0.00","3.31","48","38","28","14","1","7","0","0","0","0","0","8","12","3","26","29","13","85","80","51.52"
"672","Brett Berard","NYR","L","17","196.38333333333","3","4","1","3","7","87.50","31","9.68","2.71","55","37","27","14","1","8","8","4","4","0","0","4","11","4","25","17","9","2","1","66.67"
"673","Jamie Drysdale","PHI","D","28","552.9","1","6","2","4","7","23.33","25","4.00","1.2","77","44","18","1","2","3","2","1","1","0","0","3","31","9","6","37","42","0","0","-"
"675","Mavrik Bourque","DAL","C","33","372.18333333333","2","5","2","3","7","46.67","29","6.90","4.1","63","46","37","21","2","8","2","1","1","0","0","6","20","6","14","51","15","54","75","41.86"
"759","Marco Kasper","DET","C","34","478.4","2","5","0","5","7","46.67","50","4.00","5.4","89","68","48","24","5","6","12","6","6","0","0","4","21","7","59","36","16","163","175","48.22"
"16","Jeff Petry","DET","D","34","652.23333333333","1","5","4","1","6","28.57","23","4.35","1.35","84","43","25","4","3","12","12","6","6","0","0","3","40","10","39","58","56","0","0","-"
"60","Calvin de Haan","COL","D","30","456.45","0","6","4","2","6","35.29","35","0.00","1.04","95","60","26","3","8","9","8","4","4","0","0","3","27","4","40","24","43","0","0","-"
"180","Oskar Sundqvist","STL","C","29","366.2","3","3","2","1","6","46.15","19","15.79","3.12","47","32","25","14","1","4","18","9","9","0","0","5","18","8","40","20","27","110","145","43.14"
"211","Carson Soucy","VAN","D","39","759.75","1","5","1","4","6","26.09","43","2.33","1.61","102","61","20","3","2","11","24","12","12","0","0","3","52","10","62","60","64","0","0","-"
"219","Anthony Duclair","NYI","L","12","191.68333333333","3","3","3","0","6","75.00","16","18.75","2.2","35","24","20","10","2","2","4","2","2","0","0","3","14","0","6","12","4","0","0","-"
"237","Brett Pesce","N.J","D","34","708.5","1","5","3","2","6","26.09","47","2.13","1.97","101","58","29","4","6","6","11","4","3","1","0","6","28","13","14","53","66","0","0","-"
"270","Haydn Fleury","WPG","D","25","431","0","6","4","2","6","60.00","26","0.00","0.8","73","40","16","0","3","3","4","2","2","0","0","0","27","2","31","46","44","0","0","-"
"323","Anthony Richard","PHI","C","7","83.4","2","4","4","0","6","75.00","10","20.00","0.88","15","14","9","4","0","2","0","0","0","0","0","0","1","3","4","5","7","0","0","-"
"360","Yakov Trenin","MIN","C","35","475.25","3","3","3","0","6","31.58","32","9.38","5.41","72","54","36","24","5","6","16","7","7","0","0","7","20","6","99","39","18","7","15","31.82"
"415","Noah Gregor","OTT","L","33","388.16666666667","4","2","2","0","6","85.71","42","9.52","4.43","104","78","41","21","5","6","17","7","6","1","0","5","12","5","64","24","20","2","2","50.00"
"427","Troy Stecher","EDM","D","35","497.18333333333","3","3","2","1","6","37.50","34","8.82","1.06","73","43","20","3","9","6","23","9","8","1","0","1","27","1","17","74","35","0","0","-"
"479","Dylan Samberg","WPG","D","21","426.06666666667","3","3","2","1","6","21.43","27","11.11","1.15","63","40","20","2","1","2","18","5","4","0","1","3","26","14","24","31","30","0","0","-"
"488","David Kampf","TOR","C","28","364.05","2","4","4","0","6","54.55","26","7.69","2.29","40","34","21","13","4","3","4","2","2","0","0","2","19","7","25","25","13","144","118","54.96"
"490","Jan Rutta","S.J","D","42","710.06666666667","1","5","1","4","6","24.00","45","2.22","1.39","114","66","17","3","4","11","26","13","13","0","0","3","45","8","32","58","61","0","0","-"
"500","Alexey Toropchenko","STL","R","39","478.58333333333","1","5","2","3","6","50.00","37","2.70","4.01","78","50","44","25","3","5","19","8","7","1","0","5","9","3","81","34","27","4","4","50.00"
"501","Morgan Barron","WPG","C","41","428.75","3","3","2","1","6","54.55","46","6.52","6.77","88","72","48","27","5","9","8","4","4","0","0","5","19","17","67","51","28","19","11","63.33"
"519","Isac Lundestrom","ANA","C","37","520.71666666667","4","2","1","1","6","42.86","34","11.76","4.91","59","51","41","24","1","10","2","1","1","0","0","3","14","11","24","22","34","216","254","45.96"
"540","Adam Boqvist","FLA","D","18","231.16666666667","2","4","3","1","6","40.00","21","9.52","1.14","53","30","20","2","2","4","6","3","3","0","0","0","8","4","6","15","10","0","0","-"
"552","Pontus Holmberg","TOR","R","32","421.35","2","4","1","3","6","75.00","23","8.70","3.69","64","41","31","14","1","3","19","8","7","1","0","13","15","4","14","40","25","67","71","48.55"
"564","Scott Perunovich","STL","D","24","350.8","2","4","2","2","6","31.58","9","22.22","0.59","26","17","9","2","0","2","6","3","3","0","0","4","18","4","9","24","21","0","0","-"
"629","Juuso Parssinen","COL, NSH","C","19","214.48333333333","2","4","2","2","6","100.00","13","15.38","2.02","31","22","18","12","3","4","0","0","0","0","0","0","9","2","32","25","10","45","47","48.91"
"639","Tye Kartye","SEA","L","38","400.05","3","3","1","2","6","46.15","37","8.11","2.88","73","51","46","15","1","4","20","10","10","0","0","17","16","1","123","32","17","2","9","18.18"
"694","Mikael Pyyhtia","CBJ","L","30","371.18333333333","4","2","2","0","6","54.55","24","16.67","2.16","52","34","26","12","4","5","4","2","2","0","0","2","15","3","18","22","28","1","1","50.00"
"703","Daniil Miromanov","CGY","D","29","546.53333333333","1","5","3","2","6","28.57","35","2.86","1.73","100","51","31","7","7","7","6","3","3","0","0","2","28","9","12","43","42","0","0","-"
"717","Nolan Allan","CHI","D","33","501.23333333333","1","5","1","4","6","33.33","11","9.09","0.84","50","25","17","3","2","2","14","7","7","0","0","0","16","7","40","82","28","0","0","-"
"787","Max Sasson","VAN","C","17","177.4","2","4","4","0","6","85.71","20","10.00","2.1","30","23","14","9","1","4","0","0","0","0","0","3","8","4","12","15","11","20","24","45.45"
"48","Cam Atkinson","T.B","R","22","206.16666666667","3","2","2","0","5","50.00","26","11.54","1.82","37","32","24","9","6","2","4","2","2","0","0","3","5","2","6","8","6","1","1","50.00"
"212","Jonny Brodzinski","NYR","C","17","177.16666666667","3","2","0","2","5","71.43","22","13.64","1.98","38","30","21","9","1","1","4","2","2","0","0","2","5","3","6","5","7","24","23","51.06"
"227","Michael McCarron","NSH","C, R","32","407.63333333333","2","3","1","2","5","62.50","26","7.69","4.02","62","47","35","17","4","6","41","13","8","5","0","11","15","4","65","33","21","179","156","53.43"
"265","Tomas Nosek","FLA","L","29","274.45","1","4","3","1","5","45.45","25","4.00","3.73","52","39","30","21","5","8","6","3","3","0","0","5","9","3","34","23","18","116","120","49.15"
"337","Brandon Carlo","BOS","D","42","783.7","1","4","1","3","5","17.24","45","2.22","2.07","113","71","24","4","6","9","16","7","7","0","0","5","50","10","48","56","92","0","0","-"
"349","Daniel Sprong","SEA, VAN","R","19","228.58333333333","2","3","2","1","5","55.56","31","6.45","2.33","62","46","19","6","2","4","2","1","1","0","0","2","9","3","11","15","0","0","3","0.00"
"365","Derek Ryan","EDM","C","32","302.55","1","4","1","3","5","62.50","17","5.88","1.97","36","26","27","10","0","2","12","5","5","0","0","2","10","9","23","27","21","135","87","60.81"
"394","Carl Grundstrom","S.J","R","30","270.15","1","4","3","1","5","71.43","38","2.63","3.67","66","53","31","15","2","8","12","6","6","0","0","5","24","2","83","33","8","1","3","25.00"
"422","Nathan Bastian","N.J","R","25","261.05","2","3","3","0","5","100.00","24","8.33","4.66","43","35","25","17","5","4","23","6","4","1","1","3","9","0","49","27","13","3","5","37.50"
"435","Michael Eyssimont","T.B","C","35","384.03333333333","3","2","0","2","5","50.00","62","4.84","5.78","114","88","52","23","7","10","28","11","9","2","0","8","19","3","46","52","15","1","4","20.00"
"451","Nicolas Hague","VGK","D","28","455.15","3","2","0","2","5","27.78","33","9.09","1.1","65","43","17","3","3","3","15","5","4","1","0","6","25","8","36","62","33","0","0","-"
"508","Zach Whitecloud","VGK","D","32","536.18333333333","2","3","1","2","5","23.81","32","6.25","1.16","78","45","19","3","4","6","14","7","7","0","0","4","36","5","48","77","51","0","0","-"
"514","Philipp Kurashev","CHI","C","30","456.33333333333","3","2","1","1","5","83.33","35","8.57","3.92","72","55","43","16","1","5","12","6","6","0","0","6","19","11","16","17","12","85","91","48.30"
"520","Mattias Samuelsson","BUF","D","26","477.25","2","3","1","2","5","33.33","25","8.00","0.86","47","38","9","2","1","4","4","2","2","0","0","2","28","4","42","43","34","0","0","-"
"527","Ty Emberson","EDM","D","37","551.78333333333","0","5","2","3","5","27.78","32","0.00","1.06","80","49","17","1","3","8","14","4","2","2","0","5","16","20","51","108","49","0","0","-"
"574","Kyle MacLean","NYI","C","40","399.13333333333","2","3","1","2","5","71.43","31","6.45","2.75","54","43","24","14","4","6","10","5","5","0","0","3","16","6","49","16","14","122","131","48.22"
"600","Drew Helleson","ANA","D","17","274.78333333333","2","3","2","1","5","62.50","18","11.11","0.79","49","29","13","2","1","2","10","5","5","0","0","1","11","5","24","34","22","0","0","-"
"610","Jakob Pelletier","CGY","L","13","147","1","4","2","2","5","71.43","18","5.56","1.94","32","24","13","8","0","8","2","1","1","0","0","1","10","5","8","14","7","0","2","0.00"
"611","Jayden Struble","MTL","D","25","365.68333333333","2","3","0","3","5","45.45","27","7.41","0.84","60","34","16","2","1","5","31","9","7","1","1","2","23","10","51","34","24","0","0","-"
"621","Vladislav Kolyachonok","UTA","D","22","273.21666666667","2","3","2","1","5","45.45","11","18.18","0.54","34","19","10","2","0","4","2","1","1","0","0","0","22","4","12","31","18","0","0","-"
"634","Adam Edstrom","NYR","C","39","354.6","2","3","2","1","5","55.56","31","6.45","5.87","60","47","48","31","2","4","23","6","4","1","1","8","15","5","69","28","19","0","3","0.00"
"642","Cole Smith","NSH","L, R","34","443.83333333333","2","3","1","2","5","55.56","29","6.90","3.84","65","42","33","18","5","6","20","7","5","2","0","8","21","7","77","49","15","4","5","44.44"
"671","Emil Andrae","PHI","D","20","386.13333333333","1","4","2","2","5","29.41","25","4.00","1.71","74","37","24","5","3","6","12","6","6","0","0","3","23","10","22","45","28","0","0","-"
"674","Jack Thompson","S.J","D","14","224.8","2","3","2","1","5","71.43","17","11.76","0.72","47","25","16","6","3","5","6","3","3","0","0","0","17","3","6","16","20","0","0","-"
"747","Arber Xhekaj","MTL","D","37","569.35","1","4","1","3","5","23.81","43","2.33","1.83","101","64","19","2","3","10","57","20","16","3","1","10","39","7","94","47","36","0","0","-"
"756","Isaiah George","NYI","D","25","415.81666666667","1","4","0","4","5","31.25","19","5.26","0.54","58","29","19","2","3","4","4","2","2","0","0","0","19","5","9","61","30","0","0","-"
"784","Victor Mancini","NYR","D","15","226.36666666667","1","4","2","2","5","55.56","20","5.00","0.85","35","26","6","2","1","4","2","1","1","0","0","0","20","1","14","27","20","0","0","-"
"795","Sam Malinski","COL","D","41","649.31666666667","1","4","2","2","5","21.74","59","1.69","2.28","146","82","38","5","6","14","6","3","3","0","0","1","37","13","21","88","61","0","0","-"
"32","Alec Martinez","CHI","D","15","301.33333333333","1","3","0","3","4","36.36","15","6.67","0.75","50","25","11","0","1","3","0","0","0","0","0","0","16","5","4","28","38","0","0","-"
"73","Casey Cizikas","NYI","C","40","502.41666666667","3","1","1","0","4","33.33","35","8.57","3.14","67","54","30","16","2","1","8","4","4","0","0","9","18","12","86","43","28","151","122","55.31"
"86","Justin Holl","DET","D","31","471.36666666667","1","3","3","0","4","28.57","11","9.09","0.72","44","30","13","3","4","3","8","4","4","0","0","1","39","3","18","64","37","0","0","-"
"156","Barclay Goodrow","S.J","C","37","532.21666666667","2","2","1","1","4","36.36","42","4.76","5.35","76","62","48","24","4","10","36","14","12","2","0","8","30","20","67","28","29","56","56","50.00"
"157","Luke Glendening","T.B","C","37","407.78333333333","2","2","2","0","4","50.00","25","8.00","3.6","50","40","30","16","3","4","6","3","3","0","0","4","6","2","47","38","30","243","187","56.51"
"186","Jimmy Vesey","NYR","L","24","237.3","3","1","1","0","4","57.14","23","13.04","2.1","42","33","19","10","6","4","0","0","0","0","0","2","15","5","14","4","6","3","5","37.50"
"255","Ross Johnston","ANA","L","28","245.03333333333","1","3","2","1","4","57.14","9","11.11","1.42","24","18","15","13","1","5","55","15","10","3","2","6","11","3","87","11","14","0","1","0.00"
"305","Dakota Joshua","VAN","C","24","296.35","2","2","2","0","4","50.00","10","20.00","1.87","28","19","22","8","1","1","20","7","5","2","0","4","11","7","83","29","11","11","3","78.57"
"332","Christian Fischer","DET","R","31","355.66666666667","1","3","1","2","4","44.44","20","5.00","2.22","46","33","23","9","2","2","11","4","3","1","0","6","9","4","60","25","11","5","2","71.43"
"352","Mathieu Joseph","STL","R","26","314.86666666667","2","2","1","1","4","57.14","31","6.45","3.69","57","43","35","17","0","4","8","4","4","0","0","5","12","10","43","24","10","22","21","51.16"
"382","Ryan Lomberg","CGY","L","37","323.06666666667","1","3","2","1","4","44.44","27","3.70","2.75","51","39","26","13","9","4","34","10","6","4","0","9","9","9","62","16","11","1","6","14.29"
"383","Kevin Rooney","CGY","C","31","302.55","3","1","0","1","4","57.14","26","11.54","3.02","54","40","25","12","6","4","10","5","5","0","0","5","9","3","50","24","13","92","108","46.00"
"419","Jake Bean","CGY","D","26","403.6","1","3","1","2","4","44.44","30","3.33","1.32","72","50","15","4","4","7","4","2","2","0","0","3","23","11","6","41","19","0","0","-"
"449","Juuso Valimaki","UTA","D","33","554.76666666667","2","2","2","0","4","21.05","33","6.06","2.05","84","48","25","9","4","6","10","5","5","0","0","7","30","8","14","75","37","0","0","-"
"466","Klim Kostin","S.J","C","24","261.31666666667","1","3","1","2","4","44.44","19","5.26","2.51","38","28","24","12","0","5","25","11","10","1","0","7","21","2","77","22","11","3","3","50.00"
"511","Oliver Wahlstrom","BOS, NYI","R","34","350.76666666667","2","2","1","1","4","66.67","40","5.00","3.17","75","54","31","12","1","5","26","6","3","2","1","6","9","4","16","23","24","5","1","83.33"
"532","Rasmus Kupari","WPG","C","37","348.28333333333","3","1","1","0","4","80.00","34","8.82","3.14","58","45","27","16","2","2","10","5","5","0","0","8","19","7","39","31","15","140","129","52.04"
"533","Ty Dellandrea","S.J","C","33","389.53333333333","1","3","2","1","4","44.44","25","4.00","3.69","55","40","36","15","2","8","22","8","6","2","0","8","21","6","80","47","25","85","84","50.30"
"542","Nils Lundkvist","DAL","D","30","441.43333333333","0","4","3","1","4","22.22","43","0.00","1.65","126","67","35","2","3","10","14","7","7","0","0","2","20","3","16","57","25","0","0","-"
"543","Jacob Bernard-Docker","OTT","D","25","327.65","1","3","1","2","4","26.67","18","5.56","0.62","55","32","19","1","3","2","4","2","2","0","0","0","9","1","21","41","25","0","0","-"
"544","Jakub Lauko","MIN","C","24","240.05","2","2","1","1","4","80.00","19","10.53","1.96","38","31","17","10","3","1","16","5","3","2","0","5","10","4","49","21","15","1","5","16.67"
"566","Simon Benoit","TOR","D","39","654.43333333333","0","4","2","2","4","18.18","28","0.00","0.97","61","44","14","1","4","2","28","14","14","0","0","5","29","8","106","65","60","0","0","-"
"687","Marat Khusnutdinov","MIN","C","37","412.8","1","3","2","1","4","44.44","15","6.67","1.97","33","28","20","8","1","0","12","5","5","0","0","1","16","1","30","31","23","134","154","46.53"
"715","Aatu Raty","VAN","C","20","190.28333333333","2","2","0","2","4","80.00","12","16.67","0.74","19","14","10","3","0","1","8","4","4","0","0","2","3","1","48","11","3","99","77","56.25"
"737","Fedor Svechkov","NSH","C","11","133.95","3","1","1","0","4","66.67","14","21.43","1.6","29","19","18","7","2","3","2","1","1","0","0","3","15","1","11","8","4","27","38","41.54"
"752","Seamus Casey","N.J","D","8","95.7","3","1","1","0","4","80.00","6","50.00","0.33","19","8","11","0","0","3","0","0","0","0","0","1","8","0","4","8","7","0","0","-"
"768","Fraser Minten","TOR","C","11","140.65","2","2","2","0","4","80.00","13","15.38","1.8","28","22","17","8","1","4","0","0","0","0","0","0","2","1","31","9","7","37","45","45.12"
"770","Ivan Miroshnichenko","WSH","L","17","160.08333333333","1","3","2","1","4","57.14","14","7.14","2.89","30","23","17","5","2","1","0","0","0","0","0","1","11","3","27","12","8","0","0","-"
"775","Matthew Poitras","BOS","C","14","178.25","1","3","1","2","4","80.00","10","10.00","1.32","31","19","21","4","3","3","6","3","3","0","0","6","11","7","6","19","4","28","27","50.91"
"779","Nick Blankenburg","NSH","D","18","326.06666666667","2","2","1","1","4","23.53","26","7.69","1.78","62","43","18","3","3","7","8","4","4","0","0","3","16","5","16","42","21","0","0","-"
"24","Brendan Smith","DAL","D","15","200.3","0","3","1","2","3","50.00","11","0.00","0.77","32","18","12","5","2","1","20","7","5","2","0","6","13","5","19","22","13","0","0","-"
"43","Travis Hamonic","OTT","D","37","644.25","0","3","0","3","3","25.00","45","0.00","1.62","117","72","36","4","6","9","13","5","4","1","0","2","37","13","38","62","58","0","0","-"
"81","Justin Dowling","N.J","C","26","229.81666666667","2","1","0","1","3","60.00","17","11.76","2.08","40","31","17","7","3","6","2","1","1","0","0","0","14","6","19","26","10","70","75","48.28"
"90","Jon Merrill","MIN","D","32","433.8","0","3","2","1","3","30.00","20","0.00","0.64","47","33","10","2","3","3","12","6","6","0","0","3","33","5","17","54","35","0","0","-"
"95","Derek Forbort","VAN","D","13","235.83333333333","0","3","1","2","3","37.50","8","0.00","0.3","34","16","5","0","0","3","13","5","4","1","0","3","12","5","11","24","16","0","0","-"
"134","Matt Nieto","PIT","L","20","251.36666666667","1","2","1","1","3","50.00","16","6.25","1.26","22","17","13","7","1","1","0","0","0","0","0","0","11","1","23","23","15","1","2","33.33"
"162","Phillip Di Giuseppe","VAN","L","8","96.55","0","3","1","2","3","75.00","9","0.00","0.76","16","11","7","5","1","2","2","1","1","0","0","3","0","1","29","4","3","0","2","0.00"
"209","Tyler Motte","DET","C","24","289.78333333333","2","1","1","0","3","42.86","29","6.90","4.04","69","46","39","21","4","3","2","1","1","0","0","7","11","11","31","24","20","5","7","41.67"
"222","Miles Wood","COL","L","16","192.53333333333","2","1","0","1","3","42.86","30","6.67","3","63","44","35","17","2","7","12","6","6","0","0","5","10","1","16","15","8","3","6","33.33"
"261","Jordan Oesterle","BOS","D","16","289.88333333333","0","3","1","2","3","30.00","16","0.00","0.82","43","29","10","2","2","2","0","0","0","0","0","1","22","5","12","36","27","0","0","-"
"301","Sam Lafferty","BUF","C","30","298.05","1","2","1","1","3","50.00","18","5.56","1.4","34","24","14","8","5","4","18","9","9","0","0","6","15","1","41","28","9","23","28","45.10"
"329","Jansen Harkins","ANA","C","26","270.81666666667","0","3","1","2","3","60.00","15","0.00","1.21","36","25","18","5","5","4","12","6","6","0","0","9","16","10","72","12","18","60","48","55.56"
"367","Will Borgen","NYR, SEA","D","41","648.66666666667","2","1","0","1","3","15.00","32","6.25","1.16","102","57","19","2","3","8","13","5","4","1","0","7","26","7","62","89","49","0","0","-"
"424","Jacob Moverare","L.A","D","20","237.88333333333","0","3","0","3","3","23.08","16","0.00","0.56","36","23","9","0","2","3","4","2","2","0","0","0","9","2","18","30","23","0","0","-"
"434","Vincent Desharnais","VAN","D","27","434.98333333333","0","3","0","3","3","21.43","17","0.00","0.41","46","30","6","1","0","1","17","7","6","1","0","6","25","2","43","42","40","0","0","-"
"446","Zack MacEwen","OTT","R","19","149.8","2","1","0","1","3","60.00","23","8.70","1.68","43","32","18","5","4","6","16","5","3","2","0","5","7","3","44","16","7","5","7","41.67"
"475","Henri Jokiharju","BUF","D","27","477.76666666667","1","2","1","1","3","16.67","34","2.94","1.04","84","48","20","1","3","9","10","5","5","0","0","1","28","7","22","35","27","0","0","-"
"494","Jacob Bryson","BUF","D","24","347.4","0","3","3","0","3","17.65","8","0.00","0.44","29","15","8","0","0","4","8","4","4","0","0","2","16","3","4","39","31","0","0","-"
"535","Akil Thomas","L.A","C","16","166.38333333333","1","2","1","1","3","75.00","18","5.56","2.22","29","21","14","9","0","3","2","1","1","0","0","2","2","1","24","20","10","12","19","38.71"
"546","Jordan Harris","CBJ","D","24","279.63333333333","1","2","1","1","3","42.86","12","8.33","0.35","27","17","5","1","2","3","6","3","3","0","0","4","11","3","17","52","26","0","0","-"
"550","Connor Dewar","TOR","C","23","244.26666666667","0","3","1","2","3","75.00","24","0.00","3.46","47","33","30","17","1","8","0","0","0","0","0","4","14","2","67","24","14","49","67","42.24"
"570","Brayden Pachal","CGY","D","39","562.36666666667","2","1","1","0","3","23.08","38","5.26","1.16","117","63","27","2","7","10","51","17","13","3","1","11","40","12","89","47","41","0","0","-"
"585","Kaedan Korczak","VGK","D","17","255.55","0","3","2","1","3","30.00","13","0.00","0.34","31","15","12","0","1","7","0","0","0","0","0","0","13","4","27","24","20","0","0","-"
"635","Andre Lee","L.A","L","19","174.25","1","2","2","0","3","100.00","17","5.88","2.08","30","23","18","10","2","2","11","4","3","1","0","5","8","4","36","33","10","0","0","-"
"637","Marc Del Gaizo","NSH","D","21","328.58333333333","0","3","2","1","3","33.33","28","0.00","1.49","65","39","23","5","1","9","17","7","6","1","0","2","13","10","35","30","28","0","0","-"
"686","Wyatt Kaiser","CHI","D","30","528.68333333333","1","2","1","1","3","20.00","36","2.78","1.2","74","52","22","0","3","4","14","7","7","0","0","7","36","15","33","60","55","0","0","-"
"698","Adam Wilsby","NSH","D","15","280.8","1","2","1","1","3","27.27","23","4.35","0.92","55","28","15","5","4","5","2","1","1","0","0","2","14","5","10","32","12","0","0","-"
"702","Matthew Kessel","STL","D","26","337.9","0","3","2","1","3","23.08","16","0.00","0.86","53","29","22","4","3","4","10","5","5","0","0","4","29","4","20","27","19","0","0","-"
"726","Logan Mailloux","MTL","D","5","82.466666666667","1","2","1","1","3","50.00","7","14.29","0.32","15","9","5","1","0","3","6","3","3","0","0","0","4","0","6","10","7","0","0","-"
"739","Nikita Chibrikov","WPG","R","4","45.616666666667","2","1","0","1","3","75.00","6","33.33","1.05","10","9","9","5","0","0","0","0","0","0","0","2","3","1","9","6","4","0","0","-"
"744","Zack Ostapchuk","OTT","C","24","217.9","0","3","1","2","3","75.00","9","0.00","0.88","18","16","9","6","0","0","9","3","2","1","0","4","9","2","48","32","7","43","52","45.26"
"763","Maveric Lamoureux","UTA","D","15","241.86666666667","1","2","1","1","3","30.00","17","5.88","0.8","41","28","11","2","2","5","42","14","11","2","1","4","16","3","18","24","11","0","0","-"
"764","Jonathan Lekkerimaki","VAN","R","6","87.783333333333","2","1","1","0","3","50.00","10","20.00","1.01","16","13","8","3","0","2","2","1","1","0","0","0","5","1","5","7","3","0","0","-"
"7","Jack Johnson","CBJ","D","26","335.86666666667","0","2","0","2","2","16.67","14","0.00","0.38","32","19","7","1","0","3","2","1","1","0","0","1","10","7","11","17","20","0","0","-"
"11","Ryan Reaves","TOR","R","26","208.88333333333","0","2","1","1","2","50.00","10","0.00","0.73","21","16","7","2","3","1","13","5","4","1","0","4","6","2","82","8","6","0","1","0.00"
"14","Erik Johnson","PHI","D","15","200.51666666667","1","1","0","1","2","33.33","5","20.00","0.33","17","10","7","0","0","3","9","3","2","1","0","2","10","6","23","18","10","0","0","-"
"27","Robert Bortuzzo","UTA","D","16","174.18333333333","0","2","1","1","2","66.67","7","0.00","0.55","16","12","7","1","1","1","22","8","6","2","0","4","17","0","20","24","26","0","0","-"
"37","Luke Schenn","NSH","D","40","622.16666666667","1","1","0","1","2","16.67","46","2.17","3.07","118","65","34","11","4","15","29","10","7","3","0","4","29","9","156","46","55","0","0","-"
"50","Tyler Johnson","BOS","C","9","117.7","0","2","1","1","2","40.00","6","0.00","0.31","16","10","6","2","3","1","10","5","5","0","0","3","2","0","5","9","2","7","4","63.64"
"67","Tyson Barrie","CGY","D","9","137.98333333333","1","1","1","0","2","33.33","12","8.33","0.39","25","15","4","0","0","2","2","1","1","0","0","1","8","2","8","9","8","0","0","-"
"107","Dylan McIlrath","WSH","D","11","119.98333333333","0","2","1","1","2","33.33","4","0.00","0.14","16","6","3","0","0","2","14","4","2","2","0","3","11","3","24","9","7","0","0","-"
"116","Michael Sgarbossa","WSH","C","3","28.016666666667","1","1","1","0","2","66.67","1","100.00","0.1","4","1","3","1","1","0","2","1","1","0","0","3","0","0","1","2","1","9","11","45.00"
"170","Zemgus Girgensons","T.B","C","37","400.05","0","2","2","0","2","25.00","35","0.00","3.41","62","51","35","13","5","6","22","4","1","2","1","8","13","4","64","63","18","13","17","43.33"
"207","Kyle Burroughs","L.A","D","20","173.08333333333","0","2","2","0","2","20.00","3","0.00","0.05","15","6","1","0","0","4","24","9","7","2","0","3","11","3","31","37","8","0","0","-"
"253","Curtis Lazar","N.J","C","18","184.93333333333","1","1","1","0","2","40.00","13","7.69","1.45","23","18","13","6","2","2","6","3","3","0","0","3","3","2","47","20","5","76","70","52.05"
"288","Nicolas Aube-Kubel","BUF","R","18","174.21666666667","1","1","1","0","2","50.00","18","5.56","1.98","37","28","20","8","3","2","17","7","6","1","0","4","11","8","32","16","3","3","2","60.00"
"331","Oliver Kylington","COL","D","8","97.333333333333","1","1","1","0","2","100.00","2","50.00","0.2","16","5","4","0","1","2","4","2","2","0","0","0","5","0","2","8","6","0","0","-"
"369","Ryan Shea","PIT","D","20","308.21666666667","0","2","2","0","2","18.18","8","0.00","0.46","34","19","9","0","2","2","6","3","3","0","0","2","18","6","7","21","27","0","0","-"
